id,listing_url,name,summary,space,host_name,host_response_rate,host_acceptance_rate,neighbourhood,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4882295,https://www.airbnb.com/rooms/4882295,Garden View Room with Private Bath,Peaceful garden view bedroom with a private bath in a sunny Edwardian home.  Stay at this quiet Bernal Heights retreat and stroll up the slope to enjoy the shops and restaurants of Cortland Avenue!,"Your bedroom has French doors that open onto a restful and serene backyard patio.  Enjoy sitting with your morning coffee in the sun or under the patio umbrella, watching the butterflies.  Freshly washed sheets and towels are included. Right next to your bedroom in the hallway is your private bathroom with a bathtub/shower combination and a skylight.",Michael,100%,,Bernal Heights,Bernal Heights,94110,37.73612,-122.4111,House,Private room,2,$89.00 ,230,98.0,10.0,10.0,10.0,10.0,9.0,10.0,4.29
15215678,https://www.airbnb.com/rooms/15215678,BERNAL HEIGHTS 600 Sqft Private Studio/Bath/Patio,"The studio is close to Cortland Ave and the Mission District with a 94% walk ability score.  Five minute walk to many restaurants, bars, cafes & parks and 15 minutes from SFO airport. Private entrance & patio. Rental features a Queen  bed with Tuft & Needle mattress, private soaking tub, full shower & heated floors. Small fridge, microwave & toaster in unit (no full kitchen);complimentary coffee & snacks. Free street parking. Our place is great for couples, solo adventurers & business travelers.","The studio is close to Cortland Ave and the Mission District with a 94% walkability score.  Five minute walk to many restaurants, bars, cafes & parks and 15 minutes from SFO airport. Private entrance & patio. The rental features a Queen size bed w new Tuft & Needle 5 star rated mattress and private soaking tub & full shower with heated floors. Small refrigerator, microwave and toaster in unit; complimentary coffee/espresso, fruit & snacks. Free street parking. Our place is great for couples, solo adventurers and business travelers. 600 sq ft with private entrance and full bath with shower and tub. Small refrigerator in studio. Queen size bed with an option for a full size, sofa pull out with memory foam pad, as well. Studio and private bath access, along with sunny patio where entrance is located. Entry through French Doors on first level of home. My husband and I are in sales and work in the city. One of us should be readily available to answer any questions you have during your stay.",Jennifer,100%,,Bernal Heights,Bernal Heights,94110,37.73902,-122.42146,Guest suite,Entire home/apt,3,$125.00 ,229,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.21
867530,https://www.airbnb.com/rooms/867530,Quiet Bernal Heights cottage studio,"Hide away in our quiet, secluded back cottage with separate access. There's a full bathroom with a deep soaking tub, a queen bed, sofa (fold-out to full bed), love seat (fold-out to a cot), table and chairs.","The cottage front yard is our back yard, but we're up a floor and rarely use the back area, so you basically have your own private patio.  With queen bed, full-size fold-out couch, and cot-size fold-out loveseat, you could fit 5 adults, but it would be pretty cozy (cramped).  The space is about 400 sq ft, so more comfortable for up to a two adults and a child or two, depending on how small. You can make your own coffee and tea, there's a fridge, sink, toaster oven. The full bathroom has a deep soaking tub.  Towels, sheets, pillows, blankets and quilts are included. There is a space heater which takes a minute to get to temperature, but can be left on and heats up the well-insulated space nicely. There is no TV.  There is wifi, and a solar-powered blue-tooth enabled speaker.",Cat And EB,100%,,Bernal Heights,Bernal Heights,94110,37.73822,-122.42233,Guesthouse,Entire home/apt,2,$95.00 ,225,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2.84
4710280,https://www.airbnb.com/rooms/4710280,Private patio & hilltop views,"Modern one-bed apartment with garden terrace and designer finishes. Steps away from The Mission and Precita Park. Sweeping views of the Bay, bridges and cityscape from atop Bernal Hill, just outside your front door.","This is the perfect San Francisco getaway!  Live like a local in this modern one-bedroom condo perched on it's own little crest on top of Bernal Hill.  Nestled among the trees, you will enjoy a perfect blend of privacy and natural light to capture dramatic vantage points of the hillside cityscapes.  Street-level private entrance. Fully equipped eat-in kitchen with stainless steel appliances and butcher block counter tops.  Mix of concrete and Brazilian walnut wood floors.  Designer bathroom with glass stall shower.   Small office nook with glass top desk and computer monitor. Relax on your own garden patio landscaped with exotic succulents and native verdure.  Bistro table, lounge furniture, and gourmet gas BBQ grill. Comfy queen size bed with memory foam mattress. 44"" HD flat screen LCD TV and hi-fi sound system for your personal music device.  Private laundry and storage room with your own washer and dryer. Cable TV and high-speed wifi included.",Anthony,,,Bernal Heights,Bernal Heights,94110,37.74325,-122.41639,Guest suite,Entire home/apt,2,$119.00 ,223,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3.8
20695687,https://www.airbnb.com/rooms/20695687,Mission District Views from Private Floor with Attached Bath,"From local spa-quality bath products to ""smart room"" light controls, thoughtful in-room amenities hit every detail to make this room the perfect place for Guests who prefer quality and want more than the average stay.","Your room and attached bathroom occupy the entire first floor. You get as much privacy as you like and can access the common areas of the house on the second floor. The space features well-crafted furnishings using solid wood, marble, and steel. (Just because you’re a visitor doesn’t mean your room should feel temporary.) After a day in the City, slumber in a foam-top, queen-sized bed outfitted with 100% cotton sheets and down comforter/pillows. Of course, synthetic options are also available. Watch the City from the comfort of your own chair and bedroom windows. There’s also a desk to get some work emails out. A large wool rug adds warmth to the room’s solid hardwood floors. In addition to the full closet with wood hangers and a luggage tray, efficient storage in the room provide plenty of space for your belongings. The in-room TV is 46 inches and has its own AppleTV with Netflix, Hulu and HBO included. Plug in and recharge with smartphone cables at the ready on both nightstands. Get ",Tyler,100%,,Bernal Heights,Bernal Heights,94110,37.74688,-122.40864,Condominium,Private room,2,$150.00 ,218,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8.87
256148,https://www.airbnb.com/rooms/256148,Spacious Quiet Rm w/Private Ensuite Bath in Castro,"A quiet safe space for quiet guests. Modern, cozy, room w/private en suite bathroom in Corona Heights/Castro. Perfectly located - just up the hill from the Castro, far enough away from hustle and bustle yet convenient & short walk. Perfect for single people, business travel, or couple: mini-fridge, Keurig, oatmeal, snacks. Large room, queen bed, cozy decor, plush rug. LGBTQI run/friendly. Free street parking, no time limit. Two cats - one friendly, one aloof. NOTE: no kitchen/living room access.","**This is a quiet home best suited for quiet guests. If you prefer late nights out or loud music/behavior, my place isn't for you!** My Corona Heights/Castro home features a larger-than-a-hotel master suite -- you have your own private bathroom - and includes some extras to make  your experience a little more luxurious!  QUICK FACTS ABOUT YOUR STAY -- Your own PRIVATE bathroom attached to your bedroom -- only you have access (I have my own) -- Large, quiet room in the back of the house, away from street noise   -- Extremely comfortable queen sized mattress bed (For those who use the metric system, that's 152 cm x 203 cm) -- Keurig coffee maker in the room -- small electric kettle to make tea and heat water for oatmeal breakfast  -- mini refrigerator in the room for your drinks, leftover food from dinners out, etc.  -- Plenty of street parking - no time limits (e.g., no 2-hour limit like most other neighborhoods in SF!) -- Free wifi -- 5 min. walk to Castro/public transportation; centra",Chris,80%,,The Castro,Castro/Upper Market,94114,37.76188,-122.44215,Condominium,Private room,2,$139.00 ,592,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.14
114401,https://www.airbnb.com/rooms/114401,Room w/ a View in the Castro!,,"When you are in SF stay in the heart of the Castro with me and my cat! There is a single bedroom in an Edwardian condo here with your name on it! I am three blocks to Castro and 18th and only two blocks to Dolores Park.The J Church  will connect you with downtown, the Embarcadero and all over the city.Cafe Flore, Philz, Harvey's, Midnight Sun, Toad's Hall, Le Marais Bakery one block down the street for croissants and lattes...However, every morning you are welcome to make yourself coffee or tea. Help yourself.  If you buy groceries and wish to store it in the frig, feel free. There is a TV in your room and WiFi access. Basically you are on your own but I am happy to offer any advice/suggestions/recommendations when you are here. I work from home most of the time. (I am a recruiter....I help companies find their top PR and Corporate Communications people) There is only one bathroom in the flat so THIS ROOM IS BEING RENTED OUT TO SINGLE TRAVELERS ONLY. NO COUPLES.. Again, this room is me",,,,The Castro,Castro/Upper Market,94114,37.76102,-122.43005,Condominium,Private room,1,$125.00 ,569,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.57
1043282,https://www.airbnb.com/rooms/1043282,Posh Castro Suite w/ Private Bath,,"______________________________________ SAN FRANCISCO SHORT-TERM RESIDENTIAL RENTAL REGISTRATION NUMBER: STR-OOOOO38 Possession of a San Francisco Short-Term Rental Registration Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental Ordinance (San Francisco Administrative Code Section 41A).  This ordinance does not require an inspection of the unit by the City for potential Building, Housing, Fire, or other Code violations. ______________________________________ Your fully furnished master bedroom suite is located in an elegant Castro home built around 1930.  The light and airy 13' x 15' suite features a queen-sized bed with a heated mattress pad, two armoires, a chest of drawers, two nightstands for storage, a wing chair for reading, a desk and comfortable chair for writing or web-surfing, a stereo, TV with Roku/Netflix/HuluPlus, wireless internet, full private bath with hairdryer, and walk-i",John,100%,,The Castro,Castro/Upper Market,94114,37.75855,-122.4453,House,Private room,2,$111.00 ,547,99.0,10.0,10.0,10.0,10.0,10.0,9.0,7.28
1421774,https://www.airbnb.com/rooms/1421774,Charming Private Castro Studio,"Our cozy and comfortable studio offers a perfect retreat for visitors and couples in the heart of San Francisco. Located on a hilly street just three blocks from the historic Castro district, guests enjoy easy access to all public transit for exploring our wonderful city!","Our studio is charming and cozy, offering guests a comfortable place to rest and relax after a day visiting the city. It has its own private entrance, which allows guests to come and go at their leisure. The studio ideally sleeps 1 or 2 people in the queen-size bed, measures 450 square-feet (40 square-meters), and looks onto our garden. There is a patio outside with a table and chairs for your enjoyment.  Please note: It should be noted that the studio has a Japanese-style tiered floor plan with an elevated bed. That means there are 6 stairs to go up and down to access the bed nook, which may inconvenience some older guests. Additionally, please note that the studio is on the ground/garden level. If you have questions or concerns about this please take a good look at the photos and email me. The studio includes: - Private side door entrance - Comfortable Queen-size bed, linens provided - Wireless internet - Our neighborhood guide to help guests find great restaurants, cafes and places ",Vanick,100%,,The Castro,Castro/Upper Market,94114,37.7665,-122.43606,Guest suite,Entire home/apt,2,$135.00 ,442,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6.38
3549398,https://www.airbnb.com/rooms/3549398,Stunning SF Bay View in The Castro,Relax on the balcony and take in the view of downtown San Francisco and the East Bay all from the gay friendly neighborhood of the Castro.  You'll find quiet in your private room and the recently renovated bathroom offers both shower and tub.,"What I love most about the apartment is the quiet, yet smack in the middle of the city.  If you like plants and tropical fish, you'll enjoy the living room. You'll have exclusive use of the full bathroom and are welcome to hang out in the living room and balcony.  Arrangements can be made for kitchen use during your stay as well. I'll be available each day and will spend some time acclimating you to the apartment and neighborhood when you arrive.  Have a special request?  Let me know.  The apartment is perched right above The Castro with only a 10 minute walk to shops, nightlife and The Castro street MUNI station.  One of my favorite things to do is take one of the many walking paths that zigzag across the hills from The Castro to Twin Peaks.   The nearest bus line is only 2 blocks from the apartment although I prefer to walk to The Castro street MUNI station about 10 minutes away for more convenient service.  Street parking is comparatively easier in my neighborhood with spots usually",Michael,100%,,The Castro,Castro/Upper Market,94114,37.75644,-122.4408,Apartment,Private room,2,$99.00 ,418,99.0,10.0,9.0,10.0,10.0,10.0,10.0,6.59
12522,https://www.airbnb.com/rooms/12522,Perfectly located Castro,"1895 Victorian flat w/ 12 ft ceilings. (No Long Term Rentals or couples) Close to Mission, & 2.5 blocks from Castro theater. MUNI is 3 blocks away. Room is small and cosy, and great value for one of the most expensive neighborhoods in the US!","We live in an 1895 Victorian top flat with 12 foot ceilings on the best block in San Francisco.  Our calendar is always up to date. Location Location Location~ Our home is close to the Mission, Lower Haight, and 2.5 blocks from the Castro theater.  The underground is 3 blocks away, with a street car even closer.  The room is small and cosy, but a great price for one of the most expensive neighborhoods in the US! Please fill out your profile if you are interested~and make sure to arrange a time to meet prior to your arrival, I lead a busy lifestyle, work full time, and wouldn't want to miss anyone! Check in is at 5 and we are 37 steps up from street level.  Restaurants are plentiful and beautiful Dolores Park is quite close.  Your room has a twin day bed 75 inches long with a desk and a solid door. The room is 9.25 feet by 8 feet. Amenities include wireless and a gorgeous full kitchen.  We have one cat that enjoys company almost as much as we do and a sweet rescue pooch. Our flat gets m",Brenda,100%,,The Castro,Castro/Upper Market,94114,37.76075,-122.43032,Apartment,Private room,1,$79.00 ,414,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.49
23630,https://www.airbnb.com/rooms/23630,Castro Guest Suite With Continental Breakfast,"A perfect hotel alternative, our fully furnished suite is a private retreat complete with queen-sized Tempur-Pedic bed, high-quality linens and towels, tranquil garden, in-suite continental breakfast items (food & beverage included in the suite's refrigerator) and spa-like luxury bathroom. Close to major public transit. Easy on-street parking (some restrictions apply).","Located on the lower level of the owners' attractive 1938 home, the guest suite offers:  •  A private entrance to our fully and tastefully furnished bedroom and bath suite •  Fully adjustable, queen-size Tempur-Pedic bed with Boll & Branch linens •  Luxury hotel-quality bathroom with high thread count towels, radiant heat floor, Toto high tech toilet with bidet, rain head shower and views of the private patio (guests love our bathroom!) •  42"" Plasma TV and DVD player with surround sound and over 100 channels of programming, including HBO and Showtime •  Refrigerator, coffee maker and electric tea kettle (no microwave, kitchen or kitchen privileges) •  In-suite continental breakfast food and beverage—like locally made banana bread, organic orange juice, coffee, tea, fresh fruit, goat cheese and rice crackers •  Free wireless high-speed internet access •  Unlimited use of our beautifully landscaped, tranquil garden with a pond—perfect for morning coffee before a day of sightseeing or wo",Daniel,100%,,The Castro,Castro/Upper Market,94114,37.75963,-122.44143,House,Entire home/apt,2,$155.00 ,391,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.44
351881,https://www.airbnb.com/rooms/351881,Castro Classic Victorian w/ Views,"Our inviting home has the look and feel of San Francisco. Hardwood floors and original molding are among the small touches that give it the classic feel that tells city dwellers they're home. Blocks from the Castro MUNI, you can walk most anywhere.","Classic San Francisco top floor flat with stunning views of the city, San Francisco Bay, and the Berkeley Hills. 5 rooms include a living room, office, eat-in kitchen, and two bedrooms. A small back landing with great views and a shared yard are great when the weather's fine. Four blocks from Castro and Market, which boasts the historic Castro theater, numerous great restaurants and bars, and multiple MUNI lines making all of the city very accessible. Or stay in the Castro! Dolores Park and the Mission are both walking distance from the apartment as are Hayes Valley and the Lower Haight. We often walk to Kite Hill or Corona Heights, both within 10 minutes, for jaw-dropping views of the city and the bay.  We offer free wi-fi, cable tv with all of the movie channels, and a washer/ dryer. Parking is plentiful within a block (Please see house rules for parking advice. Don't get a ticket!). There is one bathroom to share with us.",Katie And Chris,100%,,The Castro,Castro/Upper Market,94114,37.76174,-122.44339,Apartment,Private room,2,$125.00 ,375,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.06
2677288,https://www.airbnb.com/rooms/2677288,"Edwardian flat, heart of the Castro","Our place is just a block from the bars, restaurants, and shops that make the Castro the best place to live. Also walking distance to transportation that can take you anywhere in the city.","Our space is in the heart of the best gay neighborhood on the planet - The Castro! We have a cozy, private bedroom in the front of our home just waiting for guests. The room has a queen-sized bed, so it can accommodate two guests. There is also a small closet for storage and luggage. Right now the room is our comic book/reading room. So if you like comics and pop culture, then the room is a definite plus for you!",James,100%,,The Castro,Castro/Upper Market,94114,37.76161,-122.4324,Condominium,Private room,2,$99.00 ,348,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.27
929468,https://www.airbnb.com/rooms/929468,Upper Castro Flat,"A great get away in the upper Castro, minutes from the Castro, Cole Valley, the Haight, Golden Gate Park and the Mission. Sleeps 5, all the amenities including a full gourmet kitchen, huge shower, laundry, internet and Netflix. Come stay and enjoy!","This is a one bedroom loft apartment with an open floor plan.  IMPORTANT: There are no walls separating the sleeping areas.  The loft has sleeping capacity  for 5 in total: - a queen sized bed sleeps 2 - the sofa converts to a queen bed for another 2 - and a twin mattress under the stairs sleeps 1 There is a modern kitchen, with a full size stove/oven, microwave, refrigerator, and in-unit full size washer-dryer. The bathroom features a massive multi-person shower.  Top it off with a big screen TV, WiFi, and a backyard.  We are straight and gay friendly, pets are negotiable.",John,100%,,The Castro,Castro/Upper Market,94114,37.75952,-122.44559,Loft,Entire home/apt,5,$175.00 ,346,95.0,10.0,9.0,10.0,10.0,10.0,9.0,4.32
746079,https://www.airbnb.com/rooms/746079,Castro/Corbett Heights Condo,"Enjoy this quiet bedroom suite in my luxury Corbett Heights condo. You'll have your own private bathroom & your own private entrance, and you are welcome to share my gourmet kitchen & living room with gas fireplace & beautiful views.","In addition to your own private bedroom suite with full bathroom and private entrance, you are also welcome to share the rest of my home with me. Enjoy wonderful city and bay views from the living room and deck. Stay connected with  wireless internet throughout the house. My gourmet kitchen is fully-equipped. I've got lots of room in the refrigerator and pantry, and coffee and tea for you to enjoy during your stay. The living room has a gas fireplace and cable TV. YOUR PRIVATE BEDROOM SUITE In your own private bedroom suite, you'll have a queen-sized bed (plus an optional twin-sized air mattress if you need it). Your huge walk-in closet has hangers, extra bedding and extra towels.  Note: All the pillows/duvets/blankets are hypo-allergenic (synthetic down). Your private bathroom with shower/tub has toiletries, a hair dryer and a first aid kit. Locals call my neighborhood ""Corbett Heights"" but you can refer to it more generally as the Castro. My home is a 10-15 minute walk to the corner ",Ian,100%,,The Castro,Castro/Upper Market,94114,37.76063,-122.44618,Condominium,Private room,3,$115.00 ,340,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.02
1408281,https://www.airbnb.com/rooms/1408281,Futon in Sunny lofted living room with City Views,New queen sized futon with a memory foam topper in our living room with amazing city views.  This is a 4th floor walkup in a fabled Castro victorian with all the modern amenities.  You have a very spacious living room (14'X21') to yourself and you share the master bath.  Paul the Dog may come in to stretch and sun himself but no humans will be coming.  We have no blinds or curtains so you wake up to the city at your feet.  Can accommodate a 2nd guest on request.,"Our futon is in  a sunny and spacious living room with hardwood floors and amazing city views.   Located in a famed San Francisco Victorian 1-2 blocks from everything .   Enjoy a gourmet kitchen, and easy access to Muni or easy on-street parking.   There is a small refreshment area with a mini-fridge, microwave oven, dishes and utensils.  The living room has sweeping views of the city with lots of sunlight.   The living room has a maple wood floor with a persian area rug, with a large flat screen Smart TV.   You have full access to a fully equipped kitchen on the lower floor.    Attached to the the kitchen is the dining area with antique furnishing and a cherry wood table.  The entire two level flat, is hardwood flooring with persian rugs.      You will be sharing the master bathroom with me, your host  Ash along with Paul the dog whose bedroom is right next to living room.   We have a small front yard with an herb garden overlooking castro street.  Which is a great place to sit and pe",Ashish,100%,,The Castro,Castro/Upper Market,94114,37.76433,-122.43664,Apartment,Shared room,1,$75.00 ,338,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.48
6092049,https://www.airbnb.com/rooms/6092049,Private Guest Suite with Private Deck,"Charming updated private guest suite w/ separate keyless entry in a grand Victorian - Approx. 600 sq ft., fridge (w/ icemaker), hdwd floors, Miele washer/dryer, variety of snacks, granola, drinks, tea/coffee. Living area w/ Smart TV -Netflix and views of garden.  All you need for a comfortable stay. Very quiet & private. Walk to heart of the Castro or hang out on the deck or lush tropical garden. Near Noe Valley, Valencia Corridor & public transp. - minutes to downtown.","Few homes have the historical character and charm of this property which is approximately 600 sq ft. Nor do they have a quiet tropical garden to enjoy.  Located on a quiet street, you can easily walk to the heart of the Castro (one block down and 2 short blocks over) and take advantage of all that it offers.  Walk score of 94 (Walker's Paradise) - great restaurants, coffee shops, shopping, and grocery stores.  Hop on MUNI to Downtown in minutes - Transit Score of 87 (Excellent Transit). You can't beat the location!   Walk onto a deck overlooking quiet tropical garden. Some of the amenities include: - Several sets of new clean towels  - Several sets of new clean sheets  - Hair Dryer - Complimentary bottles of sparkling or flat water, soft drinks and alcoholic drinks (for those 21 and over) and assortment of teas, coffee and fresh fruits, snacks and chips - Thoroughly cleaned for your visit  - Wireless internet access  - Sub Zero Refrigerator  - Microwave  - Miele Washer/Dryer - Iron & I",Dan,100%,,The Castro,Castro/Upper Market,94114,37.75608,-122.43801,Guest suite,Entire home/apt,2,$268.00 ,336,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.16
14488234,https://www.airbnb.com/rooms/14488234,Cozy Duboce Triangle Bedroom with Private Bathroom,"This recently remodeled flat is located in the heart of San Francisco...enjoy morning coffee on the private deck, prepare dinner in our open, gourmet kitchen, or relax in your newly redecorated bedroom. Our place is close to Fourbarrel Coffee, Mission Beach Cafe, Chow, Churchill, and Blackbird. You’ll love my place because of the high ceilings, the location, the people, and the ambiance. My place is good for solo adventurers, business travelers, and furry friends (pets).","This flat is located in Duboce Triangle and is steps from Duboce Park, neighborhood coffee houses, intimate restaurants (Sushi, French, American, Mexican, etc.) and public transportation.  My husband and I love walking to the nightlife in the Castro (close enough to easily walk to, but far enough away to avoid the noise and hustle and bustle).  Our street is a quite, friendly one block street that is very welcoming.  When you sit on the private deck and look out onto the huge backyard, you will feel like you are miles away from the major attractions offered nearby.",Jason And Jerrett,100%,,Duboce Triangle,Castro/Upper Market,94114,37.76733,-122.4324,Condominium,Private room,1,$105.00 ,333,99.0,10.0,10.0,10.0,10.0,10.0,10.0,8.63
3759368,https://www.airbnb.com/rooms/3759368,"Charming, Private Castro Garden Apt","A lovely studio in the super convenient Castro/Duboce Triangle neighborhood. Radiant floor heat. Huge windows overlooking the backyard. Separate entrance. Restaurants, bars, public transpo around the corner!","A beautiful & large studio (400+ sq ft) with access to a peaceful garden. Super centralized location--near Castro, Lower Haight, and Mission neighborhoods with a Walk Score of 100 (Walker's Paradise!). The apartment is tucked in the back of a 2-unit Edwardian building (accessible through a separate service entrance next to the garage). It is well-lit with floor to ceiling windows on one wall, and warm with hardwood floor throughout (radiant heat) and slate floor in the bathroom. The living area is separated from the sleeping area (queen-sized bed) by a bookshelf. The futon sofa can roll out easily into a comfortable, second queen-sized bed. Kitchenette has a compact fridge, microwave, coffeemaker, and electric tea kettle (no stove, oven, nor dedicated kitchen sink). Large shower (no tub) and vanity area in the bathroom. My partner Dan and I love San Francisco, and we love our neighborhood. We are literally a short block away from a large number of restaurants, bars, shops, and parks, y",Leo,100%,,Duboce Triangle,Castro/Upper Market,94114,37.7661,-122.4352,Guest suite,Entire home/apt,3,$165.00 ,308,97.0,10.0,10.0,10.0,10.0,10.0,9.0,4.88
3124541,https://www.airbnb.com/rooms/3124541,Private Bath & Private Entry + Large Bedroom,"Modern & well-appointed bedroom w/ your own private en suite bathroom & private entry in the upscale and serene Corona Heights neighborhood. 10 min walk to Castro shops, bars & dining. Easy MUNI metro access downtown & near two scenic parks.","This is a spacious, comfortable, and super clean guest bedroom with a private en suite bathroom and private entry in a beautiful modern home located in the upscale neighborhood of Corona Heights in San Francisco adjacent to the Castro district. Free street parking. No meters or parking permits required.  Stay with confidence and safety, as this guest room is legally permitted and properly complies with the City of San Francisco Short-Term Residence Ordinance and is operated by an Airbnb Superhost with over 250 reviews and 5-star ratings. FOR BOOKING INQUIRIES: Please provide your full FIRST & LAST name and that of your traveling companion. Since we are sharing my home, for safety please share a little bit about yourselves like where you work, what you do & the nature of your visit to San Francisco. All guests must have a complete Airbnb Profile. Guests with no reviews or profile descriptions cannot be accommodated. Understandably, this is for safety, security and fraud protection reaso",Yuca,100%,,The Castro,Castro/Upper Market,94114,37.76272,-122.44354,Condominium,Private room,2,$145.00 ,293,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.49
4782281,https://www.airbnb.com/rooms/4782281,Sunny Dolores Park Apartment,"Sunny two-room apartment located steps from Dolores Park in San Francisco's hip Mission District. Walking distance to some of the city's finest restaurants, bars, and the Castro with easy access to public transit.","The apartment has a private entrance and is completely separate. Within the apartment  are two rooms separated by a pocket door from each other.  Both rooms have french doors accessing a private deck. One room has a queen bed and the other a day bed that pulls out to sleep two twin size beds next to each other (king sizes). Also included in the rooms is a TV, fridge, microwave, kettle, cups, glasses and mugs, to enjoy takeout food in the comfort of home. There is no standard kitchen.  There is a very large bathroom with shower and tub. The apartment is tastefully furnished and quiet, and is ideally located within comfortable walking distance to Noe Valley's 24th Street commercial district, Valencia corridor/the Mission, and the Castro. All three neighborhoods offer a wide and delightful array of coffee shops, hipster bars, top-rated restaurants (Delfina, Tartine Bakery) and cool stores. We are steps from the recently renovated Dolores Park, which boasts stunning views of downtown, a la",Daniel,100%,,The Castro,Castro/Upper Market,94114,37.76032,-122.42886,Apartment,Entire home/apt,4,$180.00 ,275,90.0,10.0,9.0,10.0,10.0,10.0,9.0,4.77
17982304,https://www.airbnb.com/rooms/17982304,Relaxed Apartment with a Patio in The Castro,"Brew a cup of coffee in a cozy kitchen with elegant tiling and find a seat on a decked patio wrapped in a leafy garden. Curl up with a book on a modern sofa in a living area boasting colorful paintings, a stocked bookcase, and exposed wood beams.","The unit is a private apartment below the main house with a private entrance.  There is one bedroom and a pull out queen sofa.  There is room for approx four people (2 per bed) and one bathroom. The summer kitchen features a brand new quartz counter top, beautiful spanish tile backsplash, drink refrigerator with freezer, microwave, toaster oven (for light heating), and a full set of dishes and glass ware for pizza night at home. There is closet and shelf space for your extra goods and an iron with an ironing board.  It's so close to the action it's not even funny! :-)",Kenneth,100%,,The Castro,Castro/Upper Market,94114,37.76097,-122.43824,Apartment,Entire home/apt,4,$172.00 ,273,99.0,10.0,10.0,10.0,10.0,10.0,9.0,8.98
479072,https://www.airbnb.com/rooms/479072,Lovely garden studio in the Castro,"A charming, cozy, private studio on a quiet (and very steep) street with garden access and great views of the SF hills.","Charming, quiet studio with private entry, private deck, small bath, and mini kitchen that has enough amenities for warming up food, basic cooking, and for making tea and coffee (electric hot plate, electric kettle, toaster oven, microwave oven, blender, and a small fridge). The back deck leads to a lush backyard with beautiful views of Twin Peaks and Buena Vista Park. This house is on a very quiet and very steep street with easy access to the Castro and Noe Valley neighborhoods (three blocks from the Castro theater), MUNI (Market Street lines - K, L, M, T, and F - MUNI #24, #48, #35, and #33), and several grocery and health food stores. Easy access to downtown via public transportation. Easy, safe street parking 1/2 block away. One-car garage and washer/dryer are shared with our family, living upstairs. Small children are welcome - a portable crib or an extra sleeping pad are always available.  Check in and check out times are flexible depending upon availability. Luggage can be left ",Viola,83%,,The Castro,Castro/Upper Market,94114,37.75756,-122.4364,Guest suite,Entire home/apt,2,$199.00 ,268,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2.98
11191951,https://www.airbnb.com/rooms/11191951,Guest Suite with Private Entry in Geographic City Center,"Rise early to watch the sun rise over nearby Corona Heights Park.  Enjoy the views of Buena Vista Park and San Francisco Bay from your cozy suite (156sqft/14sqm) or while enjoying a glass of wine on your private garden deck. Your immaculate, private entry suite with Mid-century modern touches is located in the safe, convenient and central Corona Heights neighborhood.","• Sunny, cozy & immaculate  • Queen size bed, high quality sheets & comforter • Refrigerator, microwave, & Keurig coffee maker • Large closet & dresser • High definition cable television & free wireless internet",Matt And Jeff,100%,,Haight-Ashbury,Castro/Upper Market,94114,37.76385,-122.44306,Guest suite,Entire home/apt,2,$165.00 ,266,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6.05
7348398,https://www.airbnb.com/rooms/7348398,Unique Castro Neighborhood Rental,"Two room rental in the heart of the Castro, in the center of SF.  Your bedroom connects with the ""view"" room offering a fantastic panorama of downtown, the bay and neighborhood.  San Francisco at its finest.  A very comfortable stay! Shared bathroom.","San Francisco Short-Term Residential Rental Registration Number: STR-(PHONE NUMBER HIDDEN) Possession of a San Francisco Short-Term Rental Registration Certificate certifies that the certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental Ordinance (San Francisco Administrative Code Section 41A).  This ordinance does not require an inspection of the unit by the City for potential Building, Housing, Fire, or other Code violations. While staying at our home, you have unlimited access to the kitchen, deck and backyard.  We will provide space in the refrigerator for your perishables and beverages.  The deck is a comfortable place to share conversation and enjoy a cup of coffee, a glass of Napa's finest or a cold Anchor Steam.  In the backyard, chose between three beautiful decks to relax in the sun (or fog) with a book or magazine.  We recently inherited a wonderful dog named Jasper.  He will make some noise on occasion but is full of love.",Michael,100%,,The Castro,Castro/Upper Market,94114,37.75698,-122.43951,House,Private room,2,$125.00 ,264,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.16
